Time,Amount,V1,V2,V3,V4,Class
41505.0,364.19,-16.5265065691231,8.58497179585822,-18.6498531851945,9.50559351508723,1
44261.0,520.12,0.33981206391426,-2.7437452373292,-0.134069510964111,-1.3857293091396,0
35484.0,31.0,1.39959026890982,-0.590701288480912,0.168618940413043,-1.02995032525319,0
167123.0,1.5,-0.43207113598796,1.64789522283229,-1.66936062520264,-0.349504272026618,0
168473.0,0.89,2.01416027604975,-0.137394019617118,-1.015838997077,0.32726895879776,0
67878.0,100.0,-0.641329678517919,-0.0573038714724775,1.48999832943839,-1.68813094820556,0
159763.0,16.99,2.02395173834979,-0.120139755781178,-1.08691833497069,0.423019142114962,0
139631.0,8.95,-0.688943614532913,1.29215346473166,-0.56428140547196,-1.45752562554246,0
133944.0,10.0,2.11936249385643,0.142639230905614,-2.37333727497064,0.541948582967215,0
58769.0,101.49,-5.58425580684684,-4.7324127085262,-0.448451739541876,-0.121442312228179,0
81055.0,43.5,-1.59300238745994,0.756802901395956,1.27400242542022,0.244126704484917,0
149357.0,21.61,1.91197896854855,-0.533074382543818,-1.87874385582986,-0.478890631571852,0
157885.0,156.0,1.85600394494833,-1.09198857180893,-1.09452599576508,0.536984316414389,0
66315.0,42.0,-0.745323972512803,1.37441120959946,-0.240707834002009,0.59274068797294,0
111116.0,1.0,-0.198807028769976,1.20533399173973,-0.113648138399152,-0.246481814843914,0
153290.0,8.54,-3.60820524793331,-1.47114390679952,0.327140290717784,0.149963659734698,0
52913.0,0.89,0.676854829386595,1.58702920998622,-1.50814698254807,1.44381484435084,0
162837.0,26.47,-2.53717200470285,1.69582823461913,1.20491387835534,4.45681873786872,0
34118.0,76.0,1.45344690986636,-0.97468957121653,-0.134962019176378,-1.41854745919332,0
55575.0,22.7,-3.41942263819263,-1.13007559809015,1.60708637375377,2.22997892209851,0
136177.0,45.85,-0.648080608336634,0.320010667240962,0.112924369536597,-1.53507623836095,0
158143.0,1.0,-0.859208409217085,1.85040806482789,-1.3924490120096,-1.41678987585159,0
171766.0,7.32,-3.15102041084826,3.50179215480267,-3.02765788095162,-1.31977014730219,0
146635.0,24.0,2.01986510995392,0.0128190220959006,-3.29625679026667,0.123737514679634,0
39394.0,281.94,-2.15194077580708,-2.37881613891101,1.90495680078977,-2.28725441084633,0
144267.0,109.0,1.78689611103575,-1.05320362894306,0.169413868893833,0.716106483606973,0
63920.0,87.0,0.908419351962878,-0.386283289620363,1.21392789827716,1.35097275120403,0
18489.0,21.99,-1.54440864377638,0.192998119055365,0.671990308837779,-0.625734129400761,0
